0	2	2271
1	2	1822
2	0	843
2	1	1559
3	0	843
3	1	652
4	2	3029
5	2	2954
6	2	340
7	2	1494
8	2	3226
9	0	3128
9	1	1559
10	2	653
11	2	2662
12	2	597
13	2	529
14	2	3413
15	2	1737
16	0	843
16	1	2859
17	0	843
17	1	2479
18	2	619
19	0	1351
19	1	2479
20	2	3408
21	0	949
21	1	2689
22	2	397
23	2	116
24	2	3237
25	2	3157
26	2	1611
27	2	695
28	2	2986
29	2	2119
30	2	1548
31	0	843
31	1	619
32	0	1351
32	1	2859
33	2	702
34	2	2526
35	2	1654
36	0	3128
36	1	2859
37	2	2020
38	0	65
38	1	3387
39	0	65
39	1	2689
40	2	2241
41	2	2100
42	2	1111
43	2	3
44	0	1093
44	1	652
45	0	1351
45	1	3408
46	2	2405
47	0	848
47	1	652
48	0	2067
48	1	1559
49	2	763
50	2	3106
51	2	926
52	0	848
52	1	1559
53	2	478
54	2	2303
55	0	843
55	1	1307
56	0	1073
56	1	652
57	2	2123
58	2	1233
59	2	1734
60	0	843
60	1	1494
61	0	3128
61	1	2140
62	2	661
63	2	1019
64	0	1351
64	1	2137
65	0	1859
65	1	619
66	2	1544
67	2	269
68	0	1351
68	1	915
69	2	1916
70	2	3063
71	2	3374
72	2	229
73	2	1556
74	0	1351
74	1	2119
75	2	144
76	0	3296
76	1	1559
77	2	1447
78	0	843
78	1	462
79	0	848
79	1	915
80	2	2668
81	0	1678
81	1	2119
82	0	1859
82	1	103
83	0	3340
83	1	1737
84	2	617
85	0	3037
85	1	915
86	0	1859
86	1	3408
87	0	872
87	1	3226
88	2	1109
89	0	3128
89	1	2274
90	0	3132
90	1	1559
91	0	3037
91	1	110
92	0	843
92	1	1970
93	0	1351
93	1	1970
94	2	88
95	2	2750
96	2	1727
97	2	2635
98	2	2558
99	0	843
99	1	221
100	0	3037
100	1	619
101	0	1351
101	1	110
102	0	2249
102	1	652
103	0	848
103	1	2137
104	2	1285
105	0	2297
105	1	63
