0	0	7276
0	1	369
0	1	6597
0	1	61
0	1	4003
0	1	2434
0	1	6339
0	1	7626
0	1	997
0	1	5016
0	1	4100
0	1	4364
0	1	618
0	1	6756
0	1	6027
0	1	3446
0	1	3550
0	1	6975
0	1	6578
0	1	2912
0	2	983
1	1	6756
1	2	3050
2	1	997
2	2	371
3	0	439
3	1	369
3	1	7626
3	1	5016
3	1	6027
3	1	2104
3	1	3550
3	1	6975
3	1	3233
3	1	618
3	1	6756
3	1	6597
3	1	3046
3	1	6339
3	1	4100
3	1	4364
3	1	4003
3	1	61
3	1	2434
3	1	997
3	1	6578
3	1	2912
3	2	3620
4	1	997
4	2	6040
5	1	997
5	2	4412
6	1	997
6	2	6267
7	1	369
7	2	2287
8	1	369
8	2	4548
9	1	997
9	2	7920
10	1	369
10	2	7096
11	0	3595
11	1	369
11	1	7626
11	1	5016
11	1	6027
11	1	2104
11	1	3550
11	1	6975
11	1	3233
11	1	618
11	1	6756
11	1	6597
11	1	3046
11	1	6339
11	1	4364
11	1	4003
11	1	61
11	1	2434
11	1	997
11	1	6578
11	1	2912
11	2	1529
12	0	3595
12	1	3046
12	1	61
12	1	2434
12	1	6339
12	1	997
12	1	5016
12	1	618
12	2	6668
13	0	3595
13	1	61
13	1	2434
13	1	997
13	1	618
13	1	6756
13	1	6975
13	2	1158
14	0	1630
14	1	3046
14	1	369
14	1	61
14	1	4757
14	1	6339
14	1	997
14	1	5016
14	1	4364
14	1	618
14	1	6027
14	1	6597
14	1	2912
14	2	639
15	1	997
15	2	1953
16	0	1630
16	1	369
16	1	7626
16	1	5016
16	1	3446
16	1	6027
16	1	3550
16	1	6975
16	1	4757
16	1	3233
16	1	618
16	1	6597
16	1	3046
16	1	6339
16	1	4100
16	1	4364
16	1	4003
16	1	61
16	1	2434
16	1	997
16	1	6578
16	1	2912
16	2	3888
17	1	997
17	2	3459
18	0	1630
18	1	369
18	1	6597
18	1	61
18	1	3233
18	1	2434
18	1	6339
18	1	997
18	1	5016
18	1	6578
18	1	4364
18	1	618
18	1	6027
18	1	2104
18	1	3550
18	1	6975
18	1	2912
18	2	1792
19	1	997
19	2	4791
20	1	997
20	2	5689
21	1	2434
21	2	5765
22	0	2382
22	1	369
22	1	61
22	1	4003
22	1	3233
22	1	2434
22	1	6339
22	1	7626
22	1	997
22	1	5016
22	1	4100
22	1	4364
22	1	618
22	1	6756
22	1	6027
22	1	6578
22	1	3550
22	1	6975
22	1	2912
22	2	7816
23	1	369
23	1	61
23	1	997
23	1	5016
23	1	6578
23	1	618
23	1	3446
23	1	6597
23	2	4149
24	0	439
24	1	369
24	1	6597
24	1	61
24	1	4003
24	1	2434
24	1	6339
24	1	7626
24	1	997
24	1	5016
24	1	6578
24	1	4364
24	1	618
24	1	4055
24	1	6027
24	1	6756
24	1	3550
24	1	6975
24	1	2912
24	2	2117
25	1	997
25	2	6681
