0	2	8136
1	2	3457
2	0	1412
2	1	5182
3	0	3927
3	1	5182
4	0	8344
4	1	5182
5	0	8413
5	1	5182
6	2	7263
7	0	2820
7	1	683
8	0	4349
8	1	7946
9	0	8413
9	1	7946
10	2	8497
11	0	7288
11	1	7946
12	2	8398
13	2	7829
14	0	4349
14	1	2121
15	0	8413
15	1	2121
16	2	2213
17	2	5313
18	0	7208
18	1	2121
19	0	4349
19	1	5670
20	0	2811
20	1	5670
21	2	3928
22	0	8413
22	1	2527
23	0	5829
23	1	5182
24	0	307
24	1	5182
25	2	2121
26	0	5158
26	1	2121
27	0	4942
27	1	8591
28	2	8591
29	2	4116
30	2	4893
31	2	6452
32	2	316
33	0	2820
33	1	5182
34	2	6149
35	2	1966
36	2	3826
37	0	1996
37	1	3227
38	2	3227
39	0	7475
39	1	5182
40	0	6393
40	1	5670
41	0	4984
41	1	5670
42	0	8413
42	1	5670
43	0	1059
43	1	5670
44	2	5479
45	0	4942
45	1	5670
46	0	4349
46	1	1274
47	0	8413
47	1	1274
48	0	8413
48	1	4111
49	0	1996
49	1	4111
50	2	2527
51	2	8559
52	2	6282
53	2	953
54	0	4349
54	1	8591
55	2	5960
56	0	6393
56	1	3311
57	2	6023
58	0	1092
58	1	4053
59	0	7387
59	1	4053
60	2	1682
61	2	4378
62	0	8413
62	1	3413
63	2	3311
64	2	6520
65	2	6577
66	2	7840
67	2	4111
68	0	8413
68	1	7840
69	0	8050
69	1	5670
70	0	1996
70	1	5670
71	2	1069
72	0	7260
72	1	5670
73	0	5577
73	1	3311
74	2	4053
75	0	1996
75	1	4053
76	0	4984
76	1	5182
77	2	5182
78	2	7112
79	0	8413
79	1	3311
80	2	6009
81	2	8082
82	0	8413
82	1	6853
83	0	1136
83	1	1629
84	0	2820
84	1	1629
85	2	7379
86	0	7288
86	1	1629
87	2	5055
88	0	4349
88	1	6520
89	0	295
89	1	6520
90	0	8413
90	1	8319
91	2	6299
92	2	6700
93	2	4837
94	2	6132
95	0	8263
95	1	2305
96	2	1873
97	2	7900
98	2	4382
99	0	2035
99	1	3311
100	0	2920
100	1	5670
101	0	1996
101	1	3457
102	0	5945
102	1	5670
103	0	5250
103	1	8501
104	0	2803
104	1	4378
105	2	6297
106	2	3506
107	0	5577
107	1	6297
108	2	7404
109	2	4723
110	2	5442
111	2	6554
112	2	185
113	2	4125
114	2	4585
115	2	8519
116	2	1274
117	2	5638
118	2	5140
119	0	295
119	1	6577
120	0	6157
120	1	5670
121	2	7053
122	2	5670
123	2	7509
124	0	1996
124	1	64
125	0	295
125	1	5670
126	2	6564
127	2	1538
128	0	2035
128	1	5670
129	2	8012
130	0	8106
130	1	5182
131	0	8348
131	1	5182
132	0	2820
132	1	2305
133	2	2305
134	0	5250
134	1	2305
135	0	4349
135	1	3311
136	0	269
136	1	3311
137	0	4984
137	1	3311
138	0	4349
138	1	2305
139	2	7354
140	2	6400
141	0	4650
141	1	3311
142	2	7371
143	0	1996
143	1	8229
144	0	2820
144	1	8229
145	2	1923
146	0	1627
146	1	3227
147	0	4362
147	1	3227
148	0	1093
148	1	6577
149	0	2811
149	1	4382
150	2	5496
151	0	8413
151	1	5496
152	0	886
152	1	5496
153	0	7208
153	1	5496
154	0	6393
154	1	5496
155	0	5555
155	1	5496
156	0	8140
156	1	3311
157	2	2533
158	2	4851
159	0	4349
159	1	4111
160	0	4346
160	1	4111
161	0	5250
161	1	5670
162	0	6923
162	1	5670
163	0	8413
163	1	6520
164	2	7715
165	0	8413
165	1	2744
166	2	1530
167	0	8413
167	1	2928
168	2	6865
169	0	8413
169	1	2930
170	0	1093
170	1	5670
171	0	5250
171	1	7154
172	0	2820
172	1	7154
173	0	3616
173	1	7154
174	0	1255
174	1	1538
175	2	1468
176	0	295
176	1	4053
177	2	7363
178	2	1644
179	2	2946
180	0	1412
180	1	2846
181	0	1415
181	1	2846
182	2	4587
183	0	8413
183	1	696
184	0	2475
184	1	696
185	0	731
185	1	696
186	0	2811
186	1	696
187	0	8413
187	1	1538
188	0	4413
188	1	1538
189	0	160
189	1	5670
190	0	2820
190	1	7840
191	2	7154
192	0	2920
192	1	345
193	0	7288
193	1	345
194	2	1114
195	0	7100
195	1	8468
196	0	8413
196	1	8468
197	0	5577
197	1	4382
198	0	8413
198	1	4382
199	0	1996
199	1	7154
200	2	4128
201	0	8413
201	1	7154
202	0	5844
202	1	4114
203	0	2820
203	1	4114
204	0	4349
204	1	4114
205	0	5614
205	1	4114
206	0	6923
206	1	777
207	0	8413
207	1	777
208	0	2920
208	1	777
209	2	2603
210	0	8140
210	1	8591
211	0	2803
211	1	8238
212	0	6157
212	1	8238
213	2	6225
214	0	3360
214	1	5670
215	2	2015
216	0	1996
216	1	3311
217	2	2793
218	2	201
219	2	2782
220	2	1629
221	2	3673
222	2	3584
223	0	1996
223	1	4382
224	2	6090
225	0	8413
225	1	7371
226	0	1996
226	1	5496
227	0	2428
227	1	6067
228	2	7885
229	2	5718
230	2	7689
231	0	7288
231	1	2527
232	2	8351
233	0	214
233	1	2121
234	0	1996
234	1	2121
235	0	1996
235	1	5182
236	2	5364
237	0	8413
237	1	5601
238	2	36
239	0	1996
239	1	8347
240	2	8229
241	0	3200
241	1	8229
242	0	8618
242	1	8229
243	2	3654
244	0	8413
244	1	3463
245	0	8413
245	1	6067
246	0	1996
246	1	6067
247	2	8577
248	0	8413
248	1	5245
249	2	7095
250	2	4361
251	2	6506
252	2	6
253	0	7208
253	1	2579
254	2	1794
255	2	2730
256	2	3733
257	0	5555
257	1	8591
258	0	8413
258	1	8591
259	0	7208
259	1	8347
260	2	8347
261	2	4060
262	2	2918
263	0	8413
263	1	1923
264	0	295
264	1	1778
265	2	1778
266	2	7047
267	0	214
267	1	5601
268	0	269
268	1	5601
269	2	2646
270	2	3948
271	0	7208
271	1	5637
272	0	1996
272	1	5637
273	0	4906
273	1	3795
274	0	1996
274	1	3795
275	2	724
276	2	8181
277	0	3601
277	1	6577
278	2	4663
279	2	1780
280	0	8046
280	1	5670
281	2	3047
282	2	7451
283	2	60
284	2	4817
285	2	6755
286	0	5577
286	1	6577
287	2	2242
288	2	6366
289	0	8413
289	1	4529
290	0	4349
290	1	5718
291	0	1122
291	1	5718
292	0	4349
292	1	7840
293	0	8413
293	1	832
294	0	7208
294	1	3311
295	2	1419
296	0	8413
296	1	4114
297	2	1831
298	2	4068
299	0	2820
299	1	8591
300	0	5577
300	1	8591
301	0	2475
301	1	2121
302	2	8325
303	0	6923
303	1	4587
304	2	5006
305	2	7489
306	2	614
307	2	3429
308	0	5158
308	1	6520
309	0	731
309	1	4382
310	2	7015
311	0	1292
311	1	5670
312	2	5159
313	0	8413
313	1	5637
314	0	1627
314	1	7165
315	2	3013
316	0	1996
316	1	7165
317	0	3200
317	1	5670
318	0	2035
318	1	8591
319	2	1358
320	2	2459
321	2	8198
322	2	2928
323	2	7129
324	0	1996
324	1	6577
325	0	1460
325	1	2121
326	2	3765
327	2	1210
328	0	6310
328	1	7946
329	0	295
329	1	7946
330	0	4413
330	1	777
331	0	4349
331	1	777
332	2	7893
333	0	2820
333	1	824
334	0	8413
334	1	8229
335	0	4984
335	1	5496
336	0	8413
336	1	4587
337	0	6347
337	1	4587
338	0	1093
338	1	3311
339	2	7165
340	0	4872
340	1	7165
341	0	1460
341	1	7165
342	2	7049
343	0	8413
343	1	824
344	0	5577
344	1	3227
345	0	5577
345	1	7840
346	2	2490
347	2	2027
348	0	2820
348	1	7165
349	0	8413
349	1	2305
350	0	1996
350	1	2305
351	0	6879
351	1	1778
352	2	7952
353	0	4349
353	1	1778
354	0	5829
354	1	1778
355	0	1627
355	1	824
356	0	8413
356	1	1216
357	0	4067
357	1	1216
358	0	4349
358	1	1216
359	0	2856
359	1	1216
360	0	7208
360	1	1216
361	0	1292
361	1	1216
362	0	3399
362	1	1216
363	2	5054
364	0	4346
364	1	1778
365	2	4844
366	2	84
367	2	6853
368	0	7208
368	1	7354
369	2	4777
370	0	731
370	1	5306
371	0	7208
371	1	4382
372	0	6393
372	1	5601
373	0	7208
373	1	7840
374	0	8413
374	1	2782
375	0	4349
375	1	2782
376	0	539
376	1	5670
377	0	1164
377	1	5670
378	2	2134
379	0	8413
379	1	1278
380	2	8315
381	0	2087
381	1	5670
382	0	731
382	1	5670
383	2	359
384	0	4609
384	1	5670
385	2	3810
386	0	1627
386	1	6520
387	0	1627
387	1	5670
388	0	6393
388	1	8347
389	2	401
390	0	8106
390	1	5670
391	0	5158
391	1	5670
392	0	7168
392	1	5670
393	0	1122
393	1	5670
394	0	6715
394	1	5670
395	0	8263
395	1	5670
396	0	1279
396	1	5670
397	2	3204
398	0	7100
398	1	7946
399	2	1071
400	0	7713
400	1	5670
401	0	3616
401	1	5670
402	2	3057
403	2	4528
404	2	3514
405	2	3594
406	0	4872
406	1	5670
407	0	4067
407	1	5670
408	0	8413
408	1	185
409	0	2463
409	1	5670
410	0	4067
410	1	7840
411	2	1576
412	2	2805
413	2	5376
414	0	2820
414	1	5670
415	2	1712
416	0	3269
416	1	5670
417	0	2194
417	1	5670
418	0	3927
418	1	760
419	0	6427
419	1	760
420	2	4550
421	0	4262
421	1	2980
422	2	6848
423	2	6322
424	2	2545
425	2	6500
426	2	6682
427	2	7872
428	2	3942
429	2	3557
430	0	7208
430	1	1274
431	0	8413
431	1	1778
432	2	5275
433	0	1996
433	1	1274
434	2	121
435	2	7722
436	0	2820
436	1	3311
437	0	1996
437	1	2527
438	0	2803
438	1	2527
439	0	6923
439	1	1538
440	0	886
440	1	1538
441	0	8618
441	1	696
442	2	1699
443	0	8256
443	1	5670
444	2	3746
445	0	7100
445	1	5670
446	0	4327
446	1	5670
447	0	1983
447	1	4111
448	0	2820
448	1	5306
449	0	8413
449	1	5306
450	0	1093
450	1	5306
451	2	5306
452	0	8433
452	1	5670
453	0	8061
453	1	5670
454	0	269
454	1	5670
455	0	2475
455	1	5670
456	2	6701
457	0	3360
457	1	1778
458	2	111
459	0	8413
459	1	111
460	2	683
461	0	2803
461	1	111
462	0	4349
462	1	683
463	0	4349
463	1	111
464	0	5158
464	1	111
465	0	295
465	1	111
466	0	7208
466	1	111
467	0	1255
467	1	111
468	0	2475
468	1	111
469	2	5737
470	2	6574
471	0	1996
471	1	111
472	0	295
472	1	3311
473	2	7504
474	0	7208
474	1	4111
475	0	2475
475	1	4111
476	2	3957
477	0	2803
477	1	5670
478	0	792
478	1	5670
479	0	6692
479	1	5670
480	2	2642
481	2	7021
482	2	4652
483	0	3616
483	1	7799
484	2	6690
485	0	1460
485	1	5670
486	2	5298
487	2	2685
488	0	1255
488	1	1088
489	0	8413
489	1	40
490	0	6065
490	1	3311
491	0	1996
491	1	2782
492	2	2991
493	2	813
494	0	3200
494	1	696
495	2	7848
496	2	3526
497	0	4872
497	1	1216
498	2	2456
499	0	8046
499	1	6577
500	0	6393
500	1	6577
501	0	2475
501	1	6577
502	0	5702
502	1	6577
503	0	4872
503	1	6577
504	2	7022
505	2	5781
506	0	3907
506	1	4382
507	2	8167
508	2	400
509	0	8413
509	1	400
510	2	2605
511	2	8052
512	2	2451
513	2	4462
514	0	4349
514	1	5182
515	0	4349
515	1	8559
516	0	5158
516	1	8559
517	0	1412
517	1	8559
518	0	295
518	1	8559
519	2	6769
520	0	1996
520	1	8559
521	0	3927
521	1	4111
522	0	7288
522	1	8559
523	0	3399
523	1	7946
524	2	7946
525	0	6923
525	1	7946
526	0	5158
526	1	7946
527	0	2811
527	1	8559
528	2	3081
529	0	8413
529	1	8559
530	2	3856
531	0	442
531	1	7211
532	2	7378
533	0	2803
533	1	7211
534	2	7211
535	2	8424
536	2	7194
537	0	8413
537	1	8347
538	0	4942
538	1	1088
539	0	4349
539	1	1088
540	2	4222
541	2	7754
542	0	1627
542	1	5182
543	0	3977
543	1	5182
544	0	2475
544	1	1778
545	0	7208
545	1	1778
546	2	8468
547	2	2705
548	0	2820
548	1	1538
549	0	248
549	1	7689
550	0	248
550	1	1538
551	0	731
551	1	1538
552	0	2811
552	1	1538
553	0	988
553	1	2121
554	0	4346
554	1	2121
555	0	1255
555	1	4111
556	2	1628
557	0	6157
557	1	5306
558	0	5250
558	1	4382
559	2	605
560	0	3927
560	1	1017
561	0	1983
561	1	5182
562	0	5158
562	1	2918
563	0	4349
563	1	2918
564	0	8413
564	1	2918
565	0	1412
565	1	5670
566	0	7853
566	1	3227
567	2	8035
568	0	1996
568	1	1538
569	0	1460
569	1	5718
570	0	1627
570	1	5718
571	0	6923
571	1	7689
572	2	2776
573	2	4930
574	0	5829
574	1	5670
575	0	295
575	1	2121
576	0	248
576	1	5182
577	2	1879
578	0	3601
578	1	1538
579	0	4349
579	1	1538
580	0	4580
580	1	4766
581	2	4766
582	0	5829
582	1	2
583	2	7514
584	0	5250
584	1	713
585	2	3423
586	2	6948
587	2	3313
588	0	3158
588	1	5670
589	0	4349
589	1	185
590	2	1746
591	2	7903
592	2	3351
593	2	7017
594	0	5702
594	1	2782
595	2	7891
596	2	6284
597	0	8433
597	1	6577
598	2	8639
599	2	97
600	2	3344
601	2	7496
602	2	2815
603	2	5347
604	2	948
605	0	5587
605	1	1923
606	0	4349
606	1	1923
607	0	6157
607	1	1923
608	0	7288
608	1	5670
609	2	2552
610	2	98
611	2	5104
612	2	610
613	2	4788
614	0	1136
614	1	7379
615	2	6220
616	0	214
616	1	1538
617	2	4001
618	0	7208
618	1	1538
619	0	4493
619	1	1538
620	0	6157
620	1	1538
621	0	5829
621	1	1538
622	2	2592
623	0	7591
623	1	1538
624	0	1948
624	1	1538
625	0	922
625	1	1538
626	2	7425
627	2	7187
628	0	1093
628	1	3227
629	0	5158
629	1	4111
630	2	7895
631	2	3072
632	2	955
633	0	7288
633	1	5182
634	2	1555
635	2	653
636	2	1687
637	0	5577
637	1	1538
638	2	7147
639	2	3858
640	0	5577
640	1	4851
641	2	4140
642	0	5577
642	1	2527
643	2	6656
644	0	3927
644	1	3227
645	2	2161
646	2	6972
647	2	6974
648	0	1996
648	1	4356
649	2	486
650	0	8140
650	1	4356
651	0	5158
651	1	3311
652	0	2811
652	1	8197
653	2	8148
654	0	5319
654	1	5182
655	0	7208
655	1	5182
656	2	6451
657	0	3497
657	1	8591
658	0	8106
658	1	1538
659	0	4349
659	1	6452
660	0	8413
660	1	6452
661	2	777
662	2	510
663	2	2703
664	0	8413
664	1	6577
665	0	1255
665	1	4382
666	0	1412
666	1	8591
667	2	1450
668	0	6188
668	1	777
669	0	2624
669	1	1923
670	0	4942
670	1	3311
671	0	3927
671	1	2348
672	2	2348
673	0	2920
673	1	3311
674	0	1996
674	1	5809
675	0	8413
675	1	5809
676	0	4872
676	1	5809
677	0	7288
677	1	5809
678	0	4645
678	1	5637
679	0	2803
679	1	5637
680	0	980
680	1	5637
681	2	4679
682	2	1149
683	0	1093
683	1	4378
684	0	8413
684	1	4378
685	2	3424
686	0	7208
686	1	4288
687	2	7790
688	2	6945
689	0	5158
689	1	7165
690	2	4180
691	0	2475
691	1	8639
692	2	2385
693	0	6622
693	1	1538
694	0	8413
694	1	1088
695	2	7740
696	0	7100
696	1	3311
697	0	6157
697	1	3311
698	0	2820
698	1	7946
699	0	7288
699	1	5496
700	0	5165
700	1	5670
701	2	3749
702	2	5535
703	0	1460
703	1	6577
704	2	4786
705	0	1996
705	1	7840
706	0	5158
706	1	777
707	0	1332
707	1	777
708	2	4286
709	2	8110
710	0	4942
710	1	5182
711	2	4858
712	0	8413
712	1	3205
713	2	6954
714	0	7747
714	1	1538
715	2	1084
716	0	8413
716	1	7047
717	2	4491
718	2	1766
719	2	1216
720	0	5577
720	1	1274
721	0	1279
721	1	111
722	2	5493
723	0	1093
723	1	3457
724	0	295
724	1	3457
725	0	4349
725	1	6577
726	2	6120
727	2	7332
728	0	6157
728	1	1088
729	2	1616
730	0	3907
730	1	1088
731	0	8140
731	1	8229
732	2	4084
733	0	3616
733	1	1538
734	0	1412
734	1	1538
735	2	2980
736	0	1395
736	1	2980
737	0	6497
737	1	4382
738	0	5844
738	1	3311
739	0	516
739	1	3311
740	2	1701
741	0	2820
741	1	8347
742	2	2416
743	0	7208
743	1	185
744	0	1093
744	1	185
745	2	7374
746	0	1996
746	1	2
747	0	1996
747	1	4288
748	2	8191
749	0	8413
749	1	6451
750	0	7208
750	1	6451
751	2	3123
752	2	131
753	2	6442
754	0	8413
754	1	4766
